"","Product","Month","value"
"1440","Butter and butteroil","2009M12",NA
"1441","Cheese","2010M01",2.1
"1442","Butter","2010M01",3.4
"1443","Skimmed Milk Powder","2010M01",3
"1444","Butter and butteroil","2010M01",NA
"1445","Cheese","2010M02",5.1
"1446","Butter","2010M02",5.7
"1447","Skimmed Milk Powder","2010M02",NA
"1448","Butter and butteroil","2010M02",NA
"1449","Cheese","2010M03",15.5
"1450","Butter","2010M03",10.1
"1451","Skimmed Milk Powder","2010M03",1.3
"1452","Butter and butteroil","2010M03",NA
"1453","Cheese","2010M04",17.9
"1454","Butter","2010M04",12.9
"1455","Skimmed Milk Powder","2010M04",6.8
"1456","Butter and butteroil","2010M04",NA
"1457","Cheese","2010M05",22.3
"1458","Butter","2010M05",15
"1459","Skimmed Milk Powder","2010M05",10.9
"1460","Butter and butteroil","2010M05",NA
"1461","Cheese","2010M06",25.5
"1462","Butter","2010M06",16.8
"1463","Skimmed Milk Powder","2010M06",8.8
"1464","Butter and butteroil","2010M06",NA
"1465","Cheese","2010M07",20.2
"1466","Butter","2010M07",16
"1467","Skimmed Milk Powder","2010M07",8
"1468","Butter and butteroil","2010M07",NA
"1469","Cheese","2010M08",17
"1470","Butter","2010M08",14.7
"1471","Skimmed Milk Powder","2010M08",7.5
"1472","Butter and butteroil","2010M08",NA
"1473","Cheese","2010M09",19.5
"1474","Butter","2010M09",13.2
"1475","Skimmed Milk Powder","2010M09",4.8
"1476","Butter and butteroil","2010M09",NA
"1477","Cheese","2010M10",13.4
"1478","Butter","2010M10",11.5
"1479","Skimmed Milk Powder","2010M10",2.1
"1480","Butter and butteroil","2010M10",NA
"1481","Cheese","2010M11",9.7
"1482","Butter","2010M11",9.5
"1483","Skimmed Milk Powder","2010M11",NA
"1484","Butter and butteroil","2010M11",NA
"1485","Cheese","2010M12",3.7
"1486","Butter","2010M12",6.4
"1487","Skimmed Milk Powder","2010M12",4.5
"1488","Butter and butteroil","2010M12",NA
"1489","Cheese","2011M01",2.5
"1490","Butter","2011M01",4
"1491","Skimmed Milk Powder","2011M01",NA
"1492","Butter and butteroil","2011M01",NA
"1493","Cheese","2011M02",5.3
"1494","Butter","2011M02",5.8
"1495","Skimmed Milk Powder","2011M02",3.4
"1496","Butter and butteroil","2011M02",NA
"1497","Cheese","2011M03",15.9
"1498","Butter","2011M03",12.5
"1499","Skimmed Milk Powder","2011M03",6.4
"1500","Butter and butteroil","2011M03",NA
"1501","Cheese","2011M04",21.6
"1502","Butter","2011M04",14.9
"1503","Skimmed Milk Powder","2011M04",5.4
"1504","Butter and butteroil","2011M04",NA
"1505","Cheese","2011M05",24.7
"1506","Butter","2011M05",19
"1507","Skimmed Milk Powder","2011M05",8.5
"1508","Butter and butteroil","2011M05",NA
"1509","Cheese","2011M06",27.2
"1510","Butter","2011M06",18.5
"1511","Skimmed Milk Powder","2011M06",8.8
"1512","Butter and butteroil","2011M06",NA
"1513","Cheese","2011M07",21.8
"1514","Butter","2011M07",17
"1515","Skimmed Milk Powder","2011M07",9.6
"1516","Butter and butteroil","2011M07",NA
"1517","Cheese","2011M08",20.3
"1518","Butter","2011M08",15.6
"1519","Skimmed Milk Powder","2011M08",8.4
"1520","Butter and butteroil","2011M08",NA
"1521","Cheese","2011M09",19.4
"1522","Butter","2011M09",13.8
"1523","Skimmed Milk Powder","2011M09",5.4
"1524","Butter and butteroil","2011M09",NA
"1525","Cheese","2011M10",12.2
"1526","Butter","2011M10",11.4
"1527","Skimmed Milk Powder","2011M10",3.1
"1528","Butter and butteroil","2011M10",NA
"1529","Cheese","2011M11",6
"1530","Butter","2011M11",8.6
"1531","Skimmed Milk Powder","2011M11",1
"1532","Butter and butteroil","2011M11",NA
"1533","Cheese","2011M12",2.8
"1534","Butter","2011M12",4.9
"1535","Skimmed Milk Powder","2011M12",NA
"1536","Butter and butteroil","2011M12",NA
"1537","Cheese","2012M01",2.3
"1538","Butter","2012M01",4
"1539","Skimmed Milk Powder","2012M01",NA
"1540","Butter and butteroil","2012M01",NA
"1541","Cheese","2012M02",4.9
"1542","Butter","2012M02",7.4
"1543","Skimmed Milk Powder","2012M02",1.5
"1544","Butter and butteroil","2012M02",NA
"1545","Cheese","2012M03",18.1
"1546","Butter","2012M03",13.9
"1547","Skimmed Milk Powder","2012M03",2.5
"1548","Butter and butteroil","2012M03",NA
"1549","Cheese","2012M04",22
"1550","Butter","2012M04",16.9
"1551","Skimmed Milk Powder","2012M04",6.3
"1552","Butter and butteroil","2012M04",NA
"1553","Cheese","2012M05",24.8
"1554","Butter","2012M05",21
"1555","Skimmed Milk Powder","2012M05",9.2
"1556","Butter and butteroil","2012M05",NA
"1557","Cheese","2012M06",27.1
"1558","Butter","2012M06",19.4
"1559","Skimmed Milk Powder","2012M06",9.5
"1560","Butter and butteroil","2012M06",NA
"1561","Cheese","2012M07",21
"1562","Butter","2012M07",15.9
"1563","Skimmed Milk Powder","2012M07",6.2
"1564","Butter and butteroil","2012M07",NA
"1565","Cheese","2012M08",20.4
"1566","Butter","2012M08",14
"1567","Skimmed Milk Powder","2012M08",5.8
"1568","Butter and butteroil","2012M08",NA
"1569","Cheese","2012M09",21.4
"1570","Butter","2012M09",10.8
"1571","Skimmed Milk Powder","2012M09",3.6
"1572","Butter and butteroil","2012M09",NA
"1573","Cheese","2012M10",15
"1574","Butter","2012M10",10
"1575","Skimmed Milk Powder","2012M10",NA
"1576","Butter and butteroil","2012M10",NA
"1577","Cheese","2012M11",6.2
"1578","Butter","2012M11",7.8
"1579","Skimmed Milk Powder","2012M11",NA
"1580","Butter and butteroil","2012M11",NA
"1581","Cheese","2012M12",2.3
"1582","Butter","2012M12",4.1
"1583","Skimmed Milk Powder","2012M12",NA
"1584","Butter and butteroil","2012M12",NA
"1585","Cheese","2013M01",2
"1586","Butter","2013M01",4
"1587","Skimmed Milk Powder","2013M01",NA
"1588","Butter and butteroil","2013M01",NA
"1589","Cheese","2013M02",5.7
"1590","Butter","2013M02",6.3
"1591","Skimmed Milk Powder","2013M02",NA
"1592","Butter and butteroil","2013M02",NA
"1593","Cheese","2013M03",17.9
"1594","Butter","2013M03",12.1
"1595","Skimmed Milk Powder","2013M03",3
"1596","Butter and butteroil","2013M03",NA
"1597","Cheese","2013M04",19
"1598","Butter","2013M04",16.6
"1599","Skimmed Milk Powder","2013M04",4.6
"1600","Butter and butteroil","2013M04",NA
"1601","Cheese","2013M05",24
"1602","Butter","2013M05",19.8
"1603","Skimmed Milk Powder","2013M05",8.1
"1604","Butter and butteroil","2013M05",NA
"1605","Cheese","2013M06",27.4
"1606","Butter","2013M06",17.6
"1607","Skimmed Milk Powder","2013M06",6
"1608","Butter and butteroil","2013M06",NA
"1609","Cheese","2013M07",21.8
"1610","Butter","2013M07",16.7
"1611","Skimmed Milk Powder","2013M07",6.2
"1612","Butter and butteroil","2013M07",NA
"1613","Cheese","2013M08",21.4
"1614","Butter","2013M08",15.4
"1615","Skimmed Milk Powder","2013M08",5.1
"1616","Butter and butteroil","2013M08",NA
"1617","Cheese","2013M09",21
"1618","Butter","2013M09",13.6
"1619","Skimmed Milk Powder","2013M09",3.7
"1620","Butter and butteroil","2013M09",NA
"1621","Cheese","2013M10",13.4
"1622","Butter","2013M10",14.1
"1623","Skimmed Milk Powder","2013M10",NA
"1624","Butter and butteroil","2013M10",NA
"1625","Cheese","2013M11",5.9
"1626","Butter","2013M11",10.3
"1627","Skimmed Milk Powder","2013M11",NA
"1628","Butter and butteroil","2013M11",NA
"1629","Cheese","2013M12",3.3
"1630","Butter","2013M12",5.5
"1631","Skimmed Milk Powder","2013M12",4.3
"1632","Butter and butteroil","2013M12",NA
"1633","Cheese","2014M01",NA
"1634","Butter","2014M01",4.4
"1635","Skimmed Milk Powder","2014M01",NA
"1636","Butter and butteroil","2014M01",NA
"1637","Cheese","2014M02",NA
"1638","Butter","2014M02",6.2
"1639","Skimmed Milk Powder","2014M02",0.8
"1640","Butter and butteroil","2014M02",NA
"1641","Cheese","2014M03",NA
"1642","Butter","2014M03",14.4
"1643","Skimmed Milk Powder","2014M03",3.9
"1644","Butter and butteroil","2014M03",NA
"1645","Cheese","2014M04",NA
"1646","Butter","2014M04",17.3
"1647","Skimmed Milk Powder","2014M04",6.5
"1648","Butter and butteroil","2014M04",NA
"1649","Cheese","2014M05",NA
"1650","Butter","2014M05",21.3
"1651","Skimmed Milk Powder","2014M05",11.2
"1652","Butter and butteroil","2014M05",NA
