"","Month","Type.of.Fertiliser","value"
"2935","1984M03","Compound 10-10-20",227
"2936","1984M04","Compound 10-10-20",232
"2937","1984M05","Compound 10-10-20",233
"2938","1984M06","Compound 10-10-20",233
"2939","1984M07","Compound 10-10-20",233
"2940","1984M08","Compound 10-10-20",236
"2941","1984M09","Compound 10-10-20",244
"2942","1984M10","Compound 10-10-20",245
"2943","1984M11","Compound 10-10-20",247
"2944","1984M12","Compound 10-10-20",249
"2945","1985M01","Compound 10-10-20",251
"2946","1985M02","Compound 10-10-20",253
"2947","1985M03","Compound 10-10-20",256
"2948","1985M04","Compound 10-10-20",257
"2949","1985M05","Compound 10-10-20",257
"2950","1985M06","Compound 10-10-20",257
"2951","1985M07","Compound 10-10-20",257
"2952","1985M08","Compound 10-10-20",257
"2953","1985M09","Compound 10-10-20",256
"2954","1985M10","Compound 10-10-20",254
"2955","1985M11","Compound 10-10-20",249
"2956","1985M12","Compound 10-10-20",247
"2957","1986M01","Compound 10-10-20",245
"2958","1986M02","Compound 10-10-20",242
"2959","1986M03","Compound 10-10-20",239
"2960","1986M04","Compound 10-10-20",237
"2961","1986M05","Compound 10-10-20",235
"2962","1986M06","Compound 10-10-20",232
"2963","1986M07","Compound 10-10-20",230
"2964","1986M08","Compound 10-10-20",227
"2965","1986M09","Compound 10-10-20",220
"2966","1986M10","Compound 10-10-20",211
"2967","1986M11","Compound 10-10-20",203
"2968","1986M12","Compound 10-10-20",196
"2969","1987M01","Compound 10-10-20",182
"2970","1987M02","Compound 10-10-20",178
"2971","1987M03","Compound 10-10-20",179
"2972","1987M04","Compound 10-10-20",180
"2973","1987M05","Compound 10-10-20",180
"2974","1987M06","Compound 10-10-20",180
"2975","1987M07","Compound 10-10-20",179
"2976","1987M08","Compound 10-10-20",180
"2977","1987M09","Compound 10-10-20",187
"2978","1987M10","Compound 10-10-20",191
"2979","1987M11","Compound 10-10-20",193
"2980","1987M12","Compound 10-10-20",196
"2981","1988M01","Compound 10-10-20",197
"2982","1988M02","Compound 10-10-20",196
"2983","1988M03","Compound 10-10-20",195
"2984","1988M04","Compound 10-10-20",195
"2985","1988M05","Compound 10-10-20",193
"2986","1988M06","Compound 10-10-20",191
"2987","1988M07","Compound 10-10-20",191
"2988","1988M08","Compound 10-10-20",191
"2989","1988M09","Compound 10-10-20",193
"2990","1988M10","Compound 10-10-20",196
"2991","1988M11","Compound 10-10-20",202
"2992","1988M12","Compound 10-10-20",206
"2993","1989M01","Compound 10-10-20",208
"2994","1989M02","Compound 10-10-20",208
"2995","1989M03","Compound 10-10-20",209
"2996","1989M04","Compound 10-10-20",209
"2997","1989M05","Compound 10-10-20",209
"2998","1989M06","Compound 10-10-20",208
"2999","1989M07","Compound 10-10-20",209
"3000","1989M08","Compound 10-10-20",209
"3001","1989M09","Compound 10-10-20",210
"3002","1989M10","Compound 10-10-20",212
"3003","1989M11","Compound 10-10-20",213
"3004","1989M12","Compound 10-10-20",214
"3005","1990M01","Compound 10-10-20",213
"3006","1990M02","Compound 10-10-20",212
"3007","1990M03","Compound 10-10-20",210
"3008","1990M04","Compound 10-10-20",210
"3009","1990M05","Compound 10-10-20",210
"3010","1990M06","Compound 10-10-20",210
"3011","1990M07","Compound 10-10-20",209
"3012","1990M08","Compound 10-10-20",210
"3013","1990M09","Compound 10-10-20",209
"3014","1990M10","Compound 10-10-20",207
"3015","1990M11","Compound 10-10-20",206
"3016","1990M12","Compound 10-10-20",207
"3017","1991M01","Compound 10-10-20",210
"3018","1991M02","Compound 10-10-20",210
"3019","1991M03","Compound 10-10-20",209
"3020","1991M04","Compound 10-10-20",208
"3021","1991M05","Compound 10-10-20",208
"3022","1991M06","Compound 10-10-20",208
"3023","1991M07","Compound 10-10-20",206
"3024","1991M08","Compound 10-10-20",206
"3025","1991M09","Compound 10-10-20",205
"3026","1991M10","Compound 10-10-20",205
"3027","1991M11","Compound 10-10-20",206
"3028","1991M12","Compound 10-10-20",206
"3029","1992M01","Compound 10-10-20",207
"3030","1992M02","Compound 10-10-20",207
"3031","1992M03","Compound 10-10-20",207
"3032","1992M04","Compound 10-10-20",206
"3033","1992M05","Compound 10-10-20",204
"3034","1992M06","Compound 10-10-20",203
"3035","1992M07","Compound 10-10-20",203
"3036","1992M08","Compound 10-10-20",203
"3037","1992M09","Compound 10-10-20",203
"3038","1992M10","Compound 10-10-20",202
"3039","1992M11","Compound 10-10-20",202
"3040","1992M12","Compound 10-10-20",200
"3041","1993M01","Compound 10-10-20",201
"3042","1993M02","Compound 10-10-20",198
"3043","1993M03","Compound 10-10-20",196
"3044","1993M04","Compound 10-10-20",196
"3045","1993M05","Compound 10-10-20",194
"3046","1993M06","Compound 10-10-20",192
"3047","1993M07","Compound 10-10-20",190
"3048","1993M08","Compound 10-10-20",190
"3049","1993M09","Compound 10-10-20",190
"3050","1993M10","Compound 10-10-20",192
"3051","1993M11","Compound 10-10-20",194
"3052","1993M12","Compound 10-10-20",197
"3053","1994M01","Compound 10-10-20",198
"3054","1994M02","Compound 10-10-20",202
"3055","1994M03","Compound 10-10-20",200
"3056","1994M04","Compound 10-10-20",199
"3057","1994M05","Compound 10-10-20",198
"3058","1994M06","Compound 10-10-20",198
"3059","1994M07","Compound 10-10-20",198
"3060","1994M08","Compound 10-10-20",199
"3061","1994M09","Compound 10-10-20",199
"3062","1994M10","Compound 10-10-20",200
"3063","1994M11","Compound 10-10-20",203
"3064","1994M12","Compound 10-10-20",209
"3065","1995M01","Compound 10-10-20",217
"3066","1995M02","Compound 10-10-20",221
"3067","1995M03","Compound 10-10-20",219
"3068","1995M04","Compound 10-10-20",219
"3069","1995M05","Compound 10-10-20",218
"3070","1995M06","Compound 10-10-20",220
"3071","1995M07","Compound 10-10-20",219
"3072","1995M08","Compound 10-10-20",220
"3073","1995M09","Compound 10-10-20",221
"3074","1995M10","Compound 10-10-20",222
"3075","1995M11","Compound 10-10-20",223
"3076","1995M12","Compound 10-10-20",226
"3077","1996M01","Compound 10-10-20",230
"3078","1996M02","Compound 10-10-20",231
"3079","1996M03","Compound 10-10-20",229
"3080","1996M04","Compound 10-10-20",229
"3081","1996M05","Compound 10-10-20",229
"3082","1996M06","Compound 10-10-20",228
"3083","1996M07","Compound 10-10-20",227
"3084","1996M08","Compound 10-10-20",227
"3085","1996M09","Compound 10-10-20",226
"3086","1996M10","Compound 10-10-20",226
"3087","1996M11","Compound 10-10-20",226
"3088","1996M12","Compound 10-10-20",226
"3089","1997M01","Compound 10-10-20",225
"3090","1997M02","Compound 10-10-20",221
"3091","1997M03","Compound 10-10-20",219
"3092","1997M04","Compound 10-10-20",217
"3093","1997M05","Compound 10-10-20",216
"3094","1997M06","Compound 10-10-20",216
"3095","1997M07","Compound 10-10-20",214
"3096","1997M08","Compound 10-10-20",213
"3097","1997M09","Compound 10-10-20",210
"3098","1997M10","Compound 10-10-20",212
"3099","1997M11","Compound 10-10-20",212
"3100","1997M12","Compound 10-10-20",212
"3101","1998M01","Compound 10-10-20",213
"3102","1998M02","Compound 10-10-20",214
"3103","1998M03","Compound 10-10-20",214
"3104","1998M04","Compound 10-10-20",212
"3105","1998M05","Compound 10-10-20",210
"3106","1998M06","Compound 10-10-20",210
"3107","1998M07","Compound 10-10-20",210
"3108","1998M08","Compound 10-10-20",212
"3109","1998M09","Compound 10-10-20",211
"3110","1998M10","Compound 10-10-20",211
"3111","1998M11","Compound 10-10-20",212
"3112","1998M12","Compound 10-10-20",212
"3113","1999M01","Compound 10-10-20",215
"3114","1999M02","Compound 10-10-20",216
"3115","1999M03","Compound 10-10-20",216
"3116","1999M04","Compound 10-10-20",217
"3117","1999M05","Compound 10-10-20",217
"3118","1999M06","Compound 10-10-20",216
"3119","1999M07","Compound 10-10-20",216
"3120","1999M08","Compound 10-10-20",216
"3121","1999M09","Compound 10-10-20",216
"3122","1999M10","Compound 10-10-20",215
"3123","1999M11","Compound 10-10-20",216
"3124","1999M12","Compound 10-10-20",216
"3125","2000M01","Compound 10-10-20",220
"3126","2000M02","Compound 10-10-20",222
"3127","2000M03","Compound 10-10-20",222
"3128","2000M04","Compound 10-10-20",223
"3129","2000M05","Compound 10-10-20",224
"3130","2000M06","Compound 10-10-20",224
"3131","2000M07","Compound 10-10-20",224
"3132","2000M08","Compound 10-10-20",224
"3133","2000M09","Compound 10-10-20",224
"3134","2000M10","Compound 10-10-20",229
"3135","2000M11","Compound 10-10-20",233
"3136","2000M12","Compound 10-10-20",239
"3137","2001M01","Compound 10-10-20",243
"3138","2001M02","Compound 10-10-20",249
"3139","2001M03","Compound 10-10-20",249
"3140","2001M04","Compound 10-10-20",249
"3141","2001M05","Compound 10-10-20",248
"3142","2001M06","Compound 10-10-20",246
"3143","2001M07","Compound 10-10-20",246
"3144","2001M08","Compound 10-10-20",245
"3145","2001M09","Compound 10-10-20",244
"3146","2001M10","Compound 10-10-20",247
"3147","2001M11","Compound 10-10-20",247
"3148","2001M12","Compound 10-10-20",247
"3149","2002M01","Compound 10-10-20",247
"3150","2002M02","Compound 10-10-20",246
"3151","2002M03","Compound 10-10-20",245
"3152","2002M04","Compound 10-10-20",243
"3153","2002M05","Compound 10-10-20",243
"3154","2002M06","Compound 10-10-20",242
"3155","2002M07","Compound 10-10-20",241
"3156","2002M08","Compound 10-10-20",241
"3157","2002M09","Compound 10-10-20",240
"3158","2002M10","Compound 10-10-20",240
"3159","2002M11","Compound 10-10-20",243
"3160","2002M12","Compound 10-10-20",245
"3161","2003M01","Compound 10-10-20",248
"3162","2003M02","Compound 10-10-20",252
"3163","2003M03","Compound 10-10-20",251
"3164","2003M04","Compound 10-10-20",250
"3165","2003M05","Compound 10-10-20",248
"3166","2003M06","Compound 10-10-20",247
"3167","2003M07","Compound 10-10-20",245
"3168","2003M08","Compound 10-10-20",244
"3169","2003M09","Compound 10-10-20",245
"3170","2003M10","Compound 10-10-20",247
"3171","2003M11","Compound 10-10-20",247
"3172","2003M12","Compound 10-10-20",251
"3173","2004M01","Compound 10-10-20",256
"3174","2004M02","Compound 10-10-20",255
"3175","2004M03","Compound 10-10-20",254
"3176","2004M04","Compound 10-10-20",253
"3177","2004M05","Compound 10-10-20",250
"3178","2004M06","Compound 10-10-20",249
"3179","2004M07","Compound 10-10-20",248
"3180","2004M08","Compound 10-10-20",247
"3181","2004M09","Compound 10-10-20",248
"3182","2004M10","Compound 10-10-20",248
"3183","2004M11","Compound 10-10-20",250
"3184","2004M12","Compound 10-10-20",250
"3185","2005M01","Compound 10-10-20",268
"3186","2005M02","Compound 10-10-20",274
"3187","2005M03","Compound 10-10-20",273
"3188","2005M04","Compound 10-10-20",269
"3189","2005M05","Compound 10-10-20",268
"3190","2005M06","Compound 10-10-20",265
"3191","2005M07","Compound 10-10-20",265
"3192","2005M08","Compound 10-10-20",267
"3193","2005M09","Compound 10-10-20",269
"3194","2005M10","Compound 10-10-20",271
"3195","2005M11","Compound 10-10-20",272
"3196","2005M12","Compound 10-10-20",273
"3197","2006M01","Compound 10-10-20",278
"3198","2006M02","Compound 10-10-20",284
"3199","2006M03","Compound 10-10-20",284
"3200","2006M04","Compound 10-10-20",284
"3201","2006M05","Compound 10-10-20",285
"3202","2006M06","Compound 10-10-20",284
"3203","2006M07","Compound 10-10-20",285
"3204","2006M08","Compound 10-10-20",285
"3205","2006M09","Compound 10-10-20",285
"3206","2006M10","Compound 10-10-20",284
"3207","2006M11","Compound 10-10-20",284
"3208","2006M12","Compound 10-10-20",284
"3209","2007M01","Compound 10-10-20",286
"3210","2007M02","Compound 10-10-20",286
"3211","2007M03","Compound 10-10-20",288
"3212","2007M04","Compound 10-10-20",288
"3213","2007M05","Compound 10-10-20",289
"3214","2007M06","Compound 10-10-20",290
"3215","2007M07","Compound 10-10-20",290
"3216","2007M08","Compound 10-10-20",290
"3217","2007M09","Compound 10-10-20",295
"3218","2007M10","Compound 10-10-20",298
"3219","2007M11","Compound 10-10-20",307
"3220","2007M12","Compound 10-10-20",331
"3221","2008M01","Compound 10-10-20",366
"3222","2008M02","Compound 10-10-20",459
"3223","2008M03","Compound 10-10-20",466
"3224","2008M04","Compound 10-10-20",494
"3225","2008M05","Compound 10-10-20",498
"3226","2008M06","Compound 10-10-20",501
"3227","2008M07","Compound 10-10-20",533
"3228","2008M08","Compound 10-10-20",550
"3229","2008M09","Compound 10-10-20",550
"3230","2008M10","Compound 10-10-20",553
"3231","2008M11","Compound 10-10-20",551
"3232","2008M12","Compound 10-10-20",551
"3233","2009M01","Compound 10-10-20",545
"3234","2009M02","Compound 10-10-20",520
"3235","2009M03","Compound 10-10-20",508
"3236","2009M04","Compound 10-10-20",484
"3237","2009M05","Compound 10-10-20",468
"3238","2009M06","Compound 10-10-20",454
"3239","2009M07","Compound 10-10-20",439
"3240","2009M08","Compound 10-10-20",440
"3241","2009M09","Compound 10-10-20",438
"3242","2009M10","Compound 10-10-20",441
"3243","2009M11","Compound 10-10-20",442
"3244","2009M12","Compound 10-10-20",435
"3245","2010M01","Compound 10-10-20",422
"3246","2010M02","Compound 10-10-20",404
"3247","2010M03","Compound 10-10-20",386
"3248","2010M04","Compound 10-10-20",387
"3249","2010M05","Compound 10-10-20",389
"3250","2010M06","Compound 10-10-20",385
"3251","2010M07","Compound 10-10-20",385
"3252","2010M08","Compound 10-10-20",395
"3253","2010M09","Compound 10-10-20",415
"3254","2010M10","Compound 10-10-20",417
"3255","2010M11","Compound 10-10-20",417
"3256","2010M12","Compound 10-10-20",422
"3257","2011M01","Compound 10-10-20",446
"3258","2011M02","Compound 10-10-20",471
"3259","2011M03","Compound 10-10-20",475
"3260","2011M04","Compound 10-10-20",472
"3261","2011M05","Compound 10-10-20",472
"3262","2011M06","Compound 10-10-20",473
"3263","2011M07","Compound 10-10-20",474
"3264","2011M08","Compound 10-10-20",476
"3265","2011M09","Compound 10-10-20",475
"3266","2011M10","Compound 10-10-20",477
"3267","2011M11","Compound 10-10-20",477
"3268","2011M12","Compound 10-10-20",482
"3269","2012M01","Compound 10-10-20",487
"3270","2012M02","Compound 10-10-20",488
"3271","2012M03","Compound 10-10-20",492
"3272","2012M04","Compound 10-10-20",495
"3273","2012M05","Compound 10-10-20",494
"3274","2012M06","Compound 10-10-20",493
"3275","2012M07","Compound 10-10-20",492
"3276","2012M08","Compound 10-10-20",490
"3277","2012M09","Compound 10-10-20",488
"3278","2012M10","Compound 10-10-20",489
"3279","2012M11","Compound 10-10-20",489
"3280","2012M12","Compound 10-10-20",489
"3281","2013M01","Compound 10-10-20",490
"3282","2013M02","Compound 10-10-20",490
"3283","2013M03","Compound 10-10-20",488
"3284","2013M04","Compound 10-10-20",487
"3285","2013M05","Compound 10-10-20",487
"3286","2013M06","Compound 10-10-20",486
"3287","2013M07","Compound 10-10-20",484
"3288","2013M08","Compound 10-10-20",479
"3289","2013M09","Compound 10-10-20",475
"3290","2013M10","Compound 10-10-20",472
"3291","2013M11","Compound 10-10-20",472
"3292","2013M12","Compound 10-10-20",470
"3293","2014M01","Compound 10-10-20",455
"3294","2014M02","Compound 10-10-20",449
"3295","2014M03","Compound 10-10-20",449
"3296","2014M04","Compound 10-10-20",447
"3297","1980M01","Compound 14-7-14",155
"3298","1980M02","Compound 14-7-14",159
"3299","1980M03","Compound 14-7-14",160
"3300","1980M04","Compound 14-7-14",162
"3301","1980M05","Compound 14-7-14",161
"3302","1980M06","Compound 14-7-14",163
"3303","1980M07","Compound 14-7-14",163
"3304","1980M08","Compound 14-7-14",166
"3305","1980M09","Compound 14-7-14",174
"3306","1980M10","Compound 14-7-14",173
"3307","1980M11","Compound 14-7-14",175
"3308","1980M12","Compound 14-7-14",176
"3309","1981M01","Compound 14-7-14",178
"3310","1981M02","Compound 14-7-14",180
"3311","1981M03","Compound 14-7-14",183
"3312","1981M04","Compound 14-7-14",189
"3313","1981M05","Compound 14-7-14",190
"3314","1981M06","Compound 14-7-14",190
"3315","1981M07","Compound 14-7-14",190
"3316","1981M08","Compound 14-7-14",192
"3317","1981M09","Compound 14-7-14",195
"3318","1981M10","Compound 14-7-14",194
"3319","1981M11","Compound 14-7-14",195
"3320","1981M12","Compound 14-7-14",193
"3321","1982M01","Compound 14-7-14",193
"3322","1982M02","Compound 14-7-14",193
"3323","1982M03","Compound 14-7-14",194
"3324","1982M04","Compound 14-7-14",194
"3325","1982M05","Compound 14-7-14",193
"3326","1982M06","Compound 14-7-14",193
"3327","1982M07","Compound 14-7-14",194
"3328","1982M08","Compound 14-7-14",194
"3329","1982M09","Compound 14-7-14",195
"3330","1982M10","Compound 14-7-14",194
"3331","1982M11","Compound 14-7-14",193
"3332","1982M12","Compound 14-7-14",191
"3333","1983M01","Compound 14-7-14",191
"3334","1983M02","Compound 14-7-14",191
"3335","1983M03","Compound 14-7-14",193
"3336","1983M04","Compound 14-7-14",193
"3337","1983M05","Compound 14-7-14",194
"3338","1983M06","Compound 14-7-14",194
"3339","1983M07","Compound 14-7-14",194
"3340","1983M08","Compound 14-7-14",194
"3341","1983M09","Compound 14-7-14",196
"3342","1983M10","Compound 14-7-14",197
"3343","1983M11","Compound 14-7-14",199
"3344","1983M12","Compound 14-7-14",202
"3345","1984M01","Compound 14-7-14",203
"3346","1984M02","Compound 14-7-14",206
"3347","1984M03","Compound 14-7-14",210
"3348","1984M04","Compound 14-7-14",214
"3349","1984M05","Compound 14-7-14",213
"3350","1984M06","Compound 14-7-14",214
"3351","1984M07","Compound 14-7-14",215
"3352","1984M08","Compound 14-7-14",219
"3353","1984M09","Compound 14-7-14",225
"3354","1984M10","Compound 14-7-14",229
"3355","1984M11","Compound 14-7-14",231
"3356","1984M12","Compound 14-7-14",232
"3357","1985M01","Compound 14-7-14",234
"3358","1985M02","Compound 14-7-14",233
"3359","1985M03","Compound 14-7-14",237
"3360","1985M04","Compound 14-7-14",238
"3361","1985M05","Compound 14-7-14",238
"3362","1985M06","Compound 14-7-14",238
"3363","1985M07","Compound 14-7-14",238
"3364","1985M08","Compound 14-7-14",238
"3365","1985M09","Compound 14-7-14",238
"3366","1985M10","Compound 14-7-14",234
"3367","1985M11","Compound 14-7-14",229
"3368","1985M12","Compound 14-7-14",227
"3369","1986M01","Compound 14-7-14",224
"3370","1986M02","Compound 14-7-14",223
"3371","1986M03","Compound 14-7-14",220
"3372","1986M04","Compound 14-7-14",218
"3373","1986M05","Compound 14-7-14",216
"3374","1986M06","Compound 14-7-14",213
"3375","1986M07","Compound 14-7-14",211
"3376","1986M08","Compound 14-7-14",210
"3377","1986M09","Compound 14-7-14",207
"3378","1986M10","Compound 14-7-14",205
"3379","1986M11","Compound 14-7-14",196
"3380","1986M12","Compound 14-7-14",190
"3381","1987M01","Compound 14-7-14",173
"3382","1987M02","Compound 14-7-14",166
"3383","1987M03","Compound 14-7-14",167
"3384","1987M04","Compound 14-7-14",168
"3385","1987M05","Compound 14-7-14",167
"3386","1987M06","Compound 14-7-14",167
"3387","1987M07","Compound 14-7-14",167
"3388","1987M08","Compound 14-7-14",168
"3389","1987M09","Compound 14-7-14",174
"3390","1987M10","Compound 14-7-14",174
"3391","1987M11","Compound 14-7-14",182
"3392","1987M12","Compound 14-7-14",183
"3393","1988M01","Compound 14-7-14",189
"3394","1988M02","Compound 14-7-14",189
"3395","1988M03","Compound 14-7-14",185
"3396","1988M04","Compound 14-7-14",186
"3397","1988M05","Compound 14-7-14",186
"3398","1988M06","Compound 14-7-14",184
"3399","1988M07","Compound 14-7-14",183
"3400","1988M08","Compound 14-7-14",184
"3401","1988M09","Compound 14-7-14",185
"3402","1988M10","Compound 14-7-14",186
"3403","1988M11","Compound 14-7-14",189
"3404","1988M12","Compound 14-7-14",196
"3405","1989M01","Compound 14-7-14",199
"3406","1989M02","Compound 14-7-14",199
"3407","1989M03","Compound 14-7-14",200
"3408","1989M04","Compound 14-7-14",200
"3409","1989M05","Compound 14-7-14",200
"3410","1989M06","Compound 14-7-14",199
"3411","1989M07","Compound 14-7-14",197
"3412","1989M08","Compound 14-7-14",197
"3413","1989M09","Compound 14-7-14",197
"3414","1989M10","Compound 14-7-14",197
"3415","1989M11","Compound 14-7-14",198
"3416","1989M12","Compound 14-7-14",199
"3417","1990M01","Compound 14-7-14",200
"3418","1990M02","Compound 14-7-14",200
